,KENYA NAIROBI SE (NSE20) - PRICE INDEX,KENYA NAIROBI SE ALL SHARE - PRICE INDEX,FTSE/JSE ALL SHARE - PRICE INDEX,EGX 100 IDX - PRICE INDEX,EGX 20 CAPPED IDX 'DEAD' - PRICE INDEX,EGX 70 IDX - PRICE INDEX,BRVM COMPOSITE - PRICE INDEX,BRVM TOP TEN - PRICE INDEX,GHANA COMPOSITE GSE-CI - PRICE INDEX,MAURITIUS SE SEM 10 - PRICE INDEX,MOROCCO ALL SHARE (MASI) - PRICE INDEX,NIGERIA SE 30 INDEX - PRICE INDEX,NIGERIA ALL SHARE - PRICE INDEX,ZM LUSAKA SE ALL SHARE INDEX NADJ,BOTSWANA SE DMS COS. IDX. - PRICE INDEX,TUNISIA TUNINDEX - PRICE INDEX,TUNISIA TUNINDEX 20 - PRICE INDEX
CURRENCY,KS,KS,R,E?,E?,E?,,,,,,,,,,,
18-09-18,2962.01,157.75,56381.3,1839.6,14112.92,720.82,193.62,183.64,2787.02,421.59,11184.02,1447.26,32381,,8124.98,7942.41,3614.02
19-09-18,2929.51,155.86,56445.57,1768.19,13488.47,694.52,194.31,183.91,2784.25,421.57,11146.18,1446.99,32375.12,,8132.67,7924.17,3600.72
20-09-18,2858.46,148.52,56546.8,1740.19,13413.3,682.88,193.81,183.81,2773.79,421.98,11199.02,1452.22,32480.89,,8131.79,7868.51,3572.63
21-09-18,2832.48,145.49,57164.25,1755.53,13680.18,687.92,193.59,184.14,2773.79,425.09,11196.39,1461.15,32540.17,,8135.58,7815.44,3547.08
24-09-18,2873.04,149.35,57164.25,1751.37,13677.57,687.81,192.46,183.57,2776.79,425.98,11140.82,1455.41,32451.27,,8142.38,7842.61,3565.34
25-09-18,2873.03,149.05,56882.75,1761.5,13872.18,690.5,192.48,183.38,2820.8,424.84,11238.86,1487.07,33114.44,,8148.25,7838.96,3562.88
26-09-18,2889.24,150.1,56570.15,1781.8,14163.3,695.76,192.47,183.63,2833.59,426.64,11329.75,1484.4,32963.27,,8169.78,7821.71,3553.72
27-09-18,2891.4,150.6,55988.57,1784.85,14172.23,698.78,192.19,183.61,2848.52,431.81,11377.24,1473.49,32763.35,,8169.78,7801.67,3543.77
28-09-18,2875.51,149.67,55708.47,1810.78,14193.33,712.4,193.47,185.19,2882.87,431.76,11335.55,1473.63,32766.37,,7837.34,7802.2,3546.48
01-10-18,2883.98,148.98,55789.75,1777.76,13989.46,697.56,193.01,184.77,2922.27,432.32,11267.03,1473.63,32766.37,,7837.34,7786.16,3537.07
02-10-18,2854.32,149.24,55472.57,1779.42,13966.78,699.33,191.31,183.25,2937.13,434.01,11303.08,1471.25,32711.65,,7837.34,7724.83,3503.93
03-10-18,2861.39,149.4,55171.5,1783.17,13901.32,703.23,191.82,183.86,2911.13,434.59,11311.64,1462.47,32454.03,,7895.85,7630.36,3453.92
04-10-18,2876.85,150.52,55030.6,1768.96,13597.17,699.34,190.69,183.01,2904.26,431.96,11328.88,1459.92,32423.57,,7902.14,7574.37,3423.89
05-10-18,2864.99,150.88,54409.47,1768.96,13597.17,699.34,190.77,183.66,2928.26,433.91,11211.21,1457.49,32383.15,,7910.27,7599.24,3433.66
08-10-18,2866.06,149.92,54219.2,1735.8,12976.21,690.67,188.28,181.3,2932.04,433.23,11190.52,1460.4,32444.96,,7901.78,7600.71,3436.31
09-10-18,2842.26,149.63,54187.82,1733.93,12950.23,689.73,189.32,181.95,2929.28,433.4,11224.54,1458.2,32417.7,,7909.49,7558.23,3407.28
10-10-18,2842.26,149.63,52813.37,1741.51,12947.79,692.81,189.34,182.64,2922.38,432.13,11184.14,1456.33,32382.58,,7909.74,7581.43,3420.69
11-10-18,2825.11,147.63,52229.33,1718.94,12546.55,685.07,187.97,180.85,2926.14,426.99,11160.65,1458.72,32417.82,,7912.05,7522.01,3391.24
12-10-18,2807.03,144.26,53473.11,1753.14,12897.87,699,187,180,2889.56,427.56,11151.45,1461.89,32456.98,,7914.05,7504.85,3382.06
15-10-18,2782.97,141.78,52466.98,1750.66,12834.65,698.31,186.8,180.05,2867.23,427.88,11141.39,1459.05,32413,,7918.87,7504.85,3382.06
16-10-18,2749.34,144.32,53241.35,1761.79,12984.11,701.56,182.88,175.5,2850.88,428.08,11168.68,1472.02,32722.18,,7917.06,7540.71,3395.33
17-10-18,2754.91,144.7,52391.02,1747.03,13128.08,692.41,182.74,175.94,2887.85,428.26,11152.98,1462.06,32437.35,,7954.71,7477,3362.7
18-10-18,2776.59,144.73,52132.6,1740.02,12914.42,691.11,181.77,175.02,2860.33,426.69,11157.9,1468.58,32664.63,,7955.07,7458.49,3359.48
19-10-18,2807.12,146.33,52092.98,1741.27,12769.63,692.03,181.59,174.36,2864.41,426.99,11119.06,1474.26,32841.69,,7946.06,7506.19,3384.35
22-10-18,2803.01,146.21,52204.16,1745.13,12922.34,693.46,180.74,173.71,2842.91,426.11,11183.5,1480.53,32962.82,,7946.06,7500.51,3387.09
23-10-18,2766.25,145.64,51168.5,1742.04,12926.29,693.52,179.16,171.14,2816.77,429.12,11185.45,1490.35,33191.45,,7946.06,7438.31,3357.41
24-10-18,2801.14,145.29,50877.34,1720.11,12597.45,685.86,178.42,170.46,2812.99,429.05,11139.81,1460.82,32403.6,,7938.5,7361.66,3318.73
25-10-18,2825.41,145.77,51624.86,1677.7,12425.82,668.08,178.03,170.44,2828.32,429.65,11099.91,1467.85,32545.06,,7946.34,7318.41,3293.16
26-10-18,2820.55,145.89,50837.57,1678.24,12466.97,668.53,177.08,169.75,2820.65,430.18,11070.96,1476.17,32907.33,,7951.28,7356.94,3311.42
29-10-18,2811.87,145.57,51320.52,1697.02,12596.19,676.65,176.29,168.95,2781.09,430.57,11028.06,1491.73,33196.07,,7950.93,7347.53,3310.6
30-10-18,2801.22,145.21,50756.59,1708.38,12683.49,680.62,175.14,167.68,2751.22,430.11,10916.02,1487.44,33167.88,,7948.46,7340.97,3306.69
31-10-18,2810.32,144.35,52388.87,1739.08,12744.58,695.38,177.5,170.02,2743.69,429.88,10919.67,1456.02,32466.27,,7948.46,7399.83,3339.81
01-11-18,2820.28,145.1,53578.76,1722.31,12719.74,687.57,177.5,170.02,2735.25,430.04,10902.93,1437.71,32006.65,,7948.46,7393.09,3334.21
02-11-18,2831.1,147.89,54271.19,1710.85,12700.25,682.02,176.59,169.28,2736.57,430.04,10885.51,1443.81,32124.94,,7945.79,7400.93,3339.29
05-11-18,2839.35,146.23,54915.66,1711.13,12720.11,682.09,175.92,169.09,2743.34,431.19,10897.44,1439.15,32048.18,,7945.79,7391.85,3335.98
06-11-18,2842,142.95,54450.55,1755.25,13001.38,703.23,176.06,170.49,2714.65,431.55,10897.44,1445.11,32154.03,,7941.81,7355.17,3316.12
07-11-18,2837.42,142.94,54700.64,1737.16,13317.86,692.1,175.59,169.8,2702.78,431.55,10912.04,1442.48,32108.3,,7937.83,7332.27,3306.33
08-11-18,2819.78,144.14,54064.82,1760.33,13415.14,702.82,174.51,168.71,2706.38,431.26,11020.53,1449.01,32228.5,,7935.46,7303.98,3289.06
09-11-18,2833.29,147.01,53295.35,1756.2,13280.7,702.44,175.27,169.64,2711.02,431.93,11076.25,1447.79,32200.21,,7936.12,7274.68,3277.34
12-11-18,2837.34,147.12,52259.47,1756.25,13393.57,701.78,173.89,168.04,2667.63,428.16,10989.98,1445.35,32143.41,,7936.12,7267.01,3277.64
13-11-18,2829.65,146.78,52109.8,1742.1,13276.16,697.08,172.94,167.76,2691.84,427.58,11055,1446.97,32152.9,,7934.13,7253.16,3273.49
14-11-18,2830.69,145.9,51999.45,1735.88,13177.35,695.47,173.2,167.58,2693.27,431.72,11110.43,1445.8,32108.92,,7938.96,7272.91,3277.9
15-11-18,2820.07,144.92,52146.04,1737.98,13439.85,695.04,173.2,167.58,2688.84,430.37,11153.27,1431.6,31864.8,,7918.03,7286.49,3278.65
16-11-18,2806.58,144.9,52096.04,1752.58,13760.9,698.34,172.34,166.31,2635.13,430.81,11143.56,1442.98,32058.28,,7913.69,7294.99,3281.04
19-11-18,2801.72,143.95,52423.53,1733.13,13693.73,689.02,170.44,164.79,2647.11,431.05,11210.37,1451.25,32222.24,,7918.57,7302.89,3282.01
20-11-18,2796.02,144.17,51067.78,1733.13,13693.73,689.02,170.44,164.79,2598.67,429.97,11210.37,1451.25,32222.24,,7913.69,7302.89,3282.01
21-11-18,2769.16,144.03,51318.65,1727.48,13540.75,688.35,169.65,163.83,2596.14,429.73,11210.37,1441.44,31969.79,,7904.58,7293.83,3273.79
22-11-18,2777.96,144.2,51187.35,1723.91,13527.13,687.44,168.38,162.6,2558.8,428.29,11170.86,1442.44,31984.6,,7922.88,7312.88,3279.8
23-11-18,2760.84,144.13,50697.7,1701.85,13107.1,681.1,167.88,162.31,2557.67,427.61,11134.16,1430.07,31678.7,,7922.88,7305.49,3274.52
26-11-18,2771.23,144.43,51690.12,1697.44,13095.89,680.08,165.15,159.29,2586.1,427.87,11158.62,1424.8,31579.72,,7922.88,7259.94,3247.62
27-11-18,2776.86,144.72,51353.98,1704.34,13302.7,681.87,165.52,159.07,2585.63,429.26,11180.98,1403.43,31173.71,,7926.13,7247.61,3241.61
28-11-18,2780.56,145.3,51895.12,1708.58,13369.4,682.25,166.19,159.44,2561.7,428.74,11228.99,1398.96,31023.47,,7921.92,7260.82,3247.66
29-11-18,2790.3,145.32,51737.56,1706.79,13361.12,681.59,165.1,157.88,2553.23,428.91,11202.52,1381.88,30611.55,,7921.92,7259.86,3244.15
30-11-18,2797.44,146.08,50663.94,1691.7,13175.02,675.23,166.49,159.68,2553.81,429.66,11229.28,1394.99,30874.17,,7923.63,7304.08,3267.93
03-12-18,2795.91,146.52,52079.22,1681.66,12910.58,672.35,165.04,158.46,2563.71,429.86,11235.23,1393.09,30798.76,,7876.32,7375.45,3312.64
04-12-18,2801.4,146.49,52234.55,1660.12,12611.64,665.39,164.02,157.35,2535.84,430.57,11301.24,1403.04,31007.25,,7874.3,7409.58,3330.2
05-12-18,2791.52,146.46,51709.16,1652.94,12530.04,662.15,164.42,157.41,2559.04,430,11320.03,1406.69,31151.68,,7870.57,7366.72,3312.15
06-12-18,2790.91,145.65,50806.06,1647.42,12338.32,661.03,164.02,157.44,2534.91,429.39,11281.74,1392.63,30819.1,,7861.83,7374.24,3314.52
07-12-18,2819,144.05,51037.69,1629.22,12043.82,654.85,166.95,160.22,2534.91,428.97,11204.04,1396.37,30866.82,,7859.63,7398.88,3326.59
10-12-18,2772.19,142.52,50434.39,1647.43,12386.6,660.67,167.72,161.05,2541.44,428.48,11239.2,1382.11,30614.73,,7859.63,7197.02,3218.87
11-12-18,2764.28,140.88,51187.99,1666.56,12588.62,668.68,168.76,161.5,2531.48,427.43,11280.89,1386.35,30718.72,,7859.63,7284.38,3265.59
12-12-18,2764.28,140.88,51598.1,1679.72,12827.31,673.05,170.89,162.62,2523.9,427.35,11214.37,1381.22,30642.35,,7867.87,7293.18,3268.25
13-12-18,2762.34,140.9,51744.16,1690.74,13050.14,675.07,170.24,161.28,2504.72,427.75,11237.5,1376.31,30568.05,,7867.42,7276.92,3257.66
14-12-18,2759.18,142.53,51560.47,1686.56,13113.52,672.87,169.69,160.06,2500.75,428.61,11143.73,1382.81,30672.79,,7865.47,7283.2,3260.88
17-12-18,2754.3,142.26,51560.47,1700.59,13296.74,677.63,168.98,159.03,2475.2,428.2,11205.73,1379.27,30609.06,,7865.47,7260.35,3249.73
18-12-18,2779.25,142.07,51237.08,1695.11,13183.71,676.48,169.57,158.66,2465.53,428.34,11194.52,1385.74,30822.33,,7865.47,7239.86,3243.24
19-12-18,2773.24,140.95,51569.77,1692.85,13121.91,676.14,166.44,153.84,2456.54,427.16,11204.09,1383.41,30704.98,,7865.47,7222.52,3232.23
20-12-18,2780.16,139.82,51347.57,1698.79,13110.47,678.21,164.14,149.98,2460.03,426.05,11205.39,1385.47,30802.9,,7859,7203.41,3220.45
21-12-18,2755,138.95,51430.36,1684.36,12931.8,674.06,167.61,153.64,2467.76,425.99,11176,1385.04,30773.64,,7859,7206.36,3220.55
24-12-18,2796.72,140.87,52081.11,1675.86,12788.02,671.47,170.08,154.89,2482.12,426.12,11183.77,1441.74,31967.01,,7853.53,7202.96,3220.78
25-12-18,2796.72,140.87,52081.11,1670.16,12697.95,669.81,170.08,154.89,2482.12,426.12,11226.36,1441.74,31967.01,,7853.53,7171.03,3207.26
26-12-18,2796.72,140.87,52081.11,1682.03,12897.78,672.4,173.35,158.38,2482.12,425.91,11255.23,1441.74,31967.01,,7853.53,7171.42,3206.1
27-12-18,2793.28,140.83,51551.71,1684.18,13084.58,673.83,176.35,161.45,2515.31,425.9,11253.76,1434.59,31692.63,,7853.53,7202.72,3222.19
28-12-18,2800.95,142,52444.89,1689.98,13043.43,676.3,177.12,161.42,2496.19,425.65,11188.28,1402,31037.72,,7853.53,7259.67,3249.43
31-12-18,2833.84,140.43,52736.86,1727.21,13166.45,693.83,172.24,154.36,2499.33,425.69,11364.31,1417.15,31430.5,,7851.88,7271.65,3248.56
01-01-19,2833.84,140.43,52736.86,1727.21,13166.45,693.83,172.24,154.36,2499.33,425.69,11364.31,1417.15,31430.5,,7851.88,7271.65,3248.56
02-01-19,2822.78,140.2,51264.06,1738.04,13275.14,697.91,171.73,154.12,2517.29,425.69,11306.19,1399.64,31070.06,,7851.88,7215.84,3216.2
03-01-19,2810.15,139.71,51669.94,1730.75,13344.24,694.3,173.98,158.19,2501.83,426.05,11187.57,1384.92,30771.32,,7863.19,7203.36,3216.21
04-01-19,2783.88,137.03,52202.95,1721.9,13431.76,687.34,174.45,158.76,2509.61,425.1,11120.89,1378.82,30638.9,,7874.41,7188.87,3206.75
07-01-19,2771.13,137.35,51959.3,1721.9,13431.76,687.34,172.61,156.87,2509.61,424.52,11081.5,1366.65,30400.28,,7872.84,7168.07,3196.6
08-01-19,2780.65,138.87,52165.47,1724.06,13558.72,688.1,170.66,155.81,2509.22,424.7,11083.87,1347.24,30036.15,,7874.78,7206.83,3219.81
09-01-19,2769.78,139.31,53222.89,1723.96,13586.32,687.11,169.72,155.11,2510.35,426.26,11082.41,1324.97,29336.8,,7874.78,7164.11,3200.55
10-01-19,2774.83,141.41,53271.02,1724.08,13611.53,687.3,169.71,155.14,2502.04,423.46,11089.52,1332.52,29517.73,,7872.84,7139.84,3186.46
11-01-19,2794.43,142.61,53653.38,1729.33,13716.23,688.24,169.35,154.35,2501.19,423.26,11089.52,1343.94,29830.7,,7874.78,7190.33,3218.57
14-01-19,2809.16,143.11,53485.59,1720.93,13476.89,685.53,167.73,152.29,2485.25,425.96,11055.98,1348.45,29964.79,,7875.43,7190.33,3218.57
15-01-19,2811.94,143.53,53533.54,1702.64,13583.3,675.44,166.15,150.99,2495.46,426.11,11185.31,1353.47,29964.79,,7874.98,7172.97,3210.84
16-01-19,2844.25,144.76,53786.74,1701.14,13578.95,674.75,166.46,151.85,2503.63,426.58,11124.74,1361.68,30460.68,,7874.98,7229.09,3240.8
17-01-19,2849.81,145.01,53436.21,1697.43,13490.21,673.52,165.52,152,2489.26,427.9,11194.65,1364.96,30583.21,,7881.69,7248.5,3252.55
18-01-19,2851.77,145.27,53731.5,1701.49,13401.03,674.87,166.09,152.53,2485.26,428.84,11202.72,1378.95,31005.17,,7881.69,7251.62,3259.62
21-01-19,2863.75,145.64,54139.05,1701.76,13494,674.79,165.79,153,2483.31,428.84,11192.32,1364.6,30732.72,,7880.57,7261.27,3265.52
22-01-19,2870.73,145.24,54078.37,1697.43,13423.52,673.63,165.62,152.48,2436.12,428.21,11245.72,1368.38,30736.88,,7878.63,7252.56,3264.12
23-01-19,2877.31,145.24,53915.15,1695.1,13393.16,672.5,163.81,150.95,2429.95,430.19,11284.85,1376.71,30878.56,,7872.89,7252.79,3262.48
24-01-19,2877.54,145.3,53639.09,1695.1,13393.16,672.5,164.38,151.68,2440.12,429.93,11324.63,1382.02,30989.6,,7876.86,7203.35,3240.52
25-01-19,2907.66,146.48,54050.23,1695.1,13393.16,672.5,165.14,152.95,2433.36,429.72,11301.89,1402.97,31426.63,,7874.91,7215.87,3242.84
28-01-19,2897.1,147.2,53767.47,1727.2,13913.35,685.93,165.01,152.98,2427.74,429.67,11335.86,1397.76,31344.24,,7874.91,7201.41,3238.39
29-01-19,2940.67,148.3,54387.7,1724.82,14045.74,685.9,164.25,152.58,2424.48,429.48,11384.91,1389.72,31178.71,,7870.94,7228.58,3259.89
30-01-19,2938.78,149.29,54131.67,1728.99,14237.44,687.21,166.01,154.37,2425.22,428.36,11428.14,1387.79,31145.34,,7870.65,7243.99,3270.37
31-01-19,2958.36,150.34,54156.75,1722.86,14329.11,683.84,166.59,155.24,2431.11,428.03,11350.72,1359.93,30557.2,,7875.36,7262.05,3279.62
01-02-19,2982.73,154.52,53930.14,1732.54,NA,686.98,165.42,155.04,2425.12,428.03,11358.73,1366.69,30636.36,,7866.97,7234.31,3264.55
04-02-19,2972.79,155.49,53391.83,1732.08,NA,686.13,165.13,154.51,2426.73,428.27,11382.54,1373.75,30745.05,,7865.02,7237.33,3265.34
05-02-19,3004.88,157.85,54209.41,1745.66,NA,689.53,165.12,154.17,2413.97,428.27,11381.42,1374.8,30773.57,,7865.02,7207.74,3245.26
06-02-19,3041.21,160.26,54574.28,1745.33,NA,689.34,165.14,154.54,2415.79,426.67,11403.55,1380.23,30821.8,,7869.73,7194.41,3238.59
07-02-19,3043.12,160.44,53888.85,1751.44,NA,692.04,168.07,158.66,2430.25,426.6,11347.05,1410.23,31433.49,,7869.73,7164.19,3216.86
08-02-19,3059.98,160.44,53244.18,1756.58,NA,694.05,167.23,156.82,2416.24,427.89,11375.14,1421.8,31529.92,,7882.74,7162.85,3204.43
11-02-19,3067.91,160.53,53409.14,1759.99,NA,695.39,167.43,157.51,2421.03,427.88,11385.03,1437.02,31781.87,,7882.74,7141.8,3189
12-02-19,3063.96,160.28,53960.51,1794.5,NA,710.51,168.44,158.26,2419.81,427.86,11501.53,1474.26,32462.31,,7881.83,7098.3,3161.47
13-02-19,3070.33,160.28,54543.22,1800.14,NA,713.2,167.92,157.86,2419.83,427.53,11484.88,1468.9,32413.92,,7881.83,7068.31,3141.35
14-02-19,3058.29,158.85,54527.11,1798.76,NA,712.42,167.84,157.91,2417.65,427.3,11453.21,1468.57,32453.69,,7881.83,7074.5,3145.82
15-02-19,3045.4,157.29,54628.41,1820.26,NA,720.55,167.64,158.1,2425,427.68,11384.56,1485.14,32715.2,,7879.89,7106.05,3167.37
18-02-19,3047.35,156.63,55259.98,1821.43,NA,721.01,167.56,158.52,2430.12,429.38,11422.13,1456.63,32190.07,,7879.89,7114.51,3175.17
19-02-19,3022.93,156.2,55194.62,1822.37,NA,721.9,167.55,158.37,2414.3,428.55,11483.9,1466.94,32406.18,,7876.88,7135.54,3187.02
20-02-19,3011.41,155.54,55691.58,1818.59,NA,719.66,167.82,158.66,2428.37,428.29,11416.5,1480.28,32614.06,,7875.83,7161.69,3203.67
21-02-19,3005.16,154.93,55483.79,1811.62,NA,717.16,166.49,158.37,2427.47,429.71,11382.8,1477.19,32568.66,,7873.86,7175.23,3211.96
22-02-19,2977.02,154.36,55992.97,1803.46,NA,714.81,167.92,158.88,2424.92,429.44,11296.66,1473.9,32515.52,,7873.86,7185.67,3211.79
25-02-19,2956.87,155.03,55878.2,1805.96,NA,715.81,169.08,160.06,2459.33,428.75,11249.65,1483.68,32700.12,,7873.86,7186.3,3204.85
26-02-19,2947.31,155.23,56242.8,1806.48,NA,716.25,173.05,165.73,2450.87,428.53,11314.82,1469.79,32473.82,,7869.94,7163.25,3189.13
27-02-19,2932.4,154.59,56297.95,1801.53,NA,714.96,174.22,167.17,2420.31,428.59,11250.78,1455.75,32244.24,,7865.93,7152.52,3179.39
28-02-19,2894.2,152.56,56002.08,1812.01,NA,719.64,179.15,174.34,2439,429.6,11136.57,1424.6,31718.7,,7865.93,7113.57,3162.02
01-03-19,2916.19,152.91,56203.11,1804.88,NA,716.64,178.72,173.35,2440.43,429.5,11163.7,1427.91,31827.24,,7875.43,7144.63,3184.6
04-03-19,2912.7,153.68,56217.13,1787.53,NA,708.64,178.73,173.77,2453.98,429.5,11192.98,1443.26,32129.94,,7866.97,7130.18,3178.1
05-03-19,2907.39,153.7,55815.43,1785.31,NA,708.16,176.9,172.1,2440.04,428.92,11183.36,1447.55,32173.66,,7881.23,7086.56,3156.84
06-03-19,2909.74,154.6,56073.86,1783.32,NA,708.04,175.6,170.36,2440.04,426.6,11171.52,1446.5,32121.74,,7881.23,7098.8,3154.86
07-03-19,2905.5,155.77,55857.89,1789.05,NA,708.73,174.95,170.17,2440.04,428.29,11146.56,1444.88,32010.06,,7881.23,7116.57,3165.96
08-03-19,2915.54,156.11,55488.79,1789.69,NA,708.45,174.88,170.2,2436.36,426.87,11106.95,1438.19,31924.51,,7881.23,7079.39,3145.35
11-03-19,2893.18,155.32,55580.65,1790.07,NA,707.3,174.15,169.04,2438.02,427.32,11103.2,1420.99,31636.66,,7881.23,7039.8,3123.71
12-03-19,2885.93,155.15,55699.8,1790.01,NA,706.66,172.82,168.67,2425.57,427.32,11117.75,1405.58,31313.36,,7880.47,6978.27,3087.24
13-03-19,2875.98,154.46,55829.1,1780,NA,701.61,172.88,168.57,2418.16,425.97,11114.69,1409.35,31360.28,,7878.46,6894.28,3033.74
14-03-19,2868.81,155.44,55789.45,1771.07,NA,697.98,174.62,169.84,2419.56,425.51,11000.68,1404.23,31210.79,,7878.46,6906.5,3040.37
15-03-19,2896.04,158.07,56040.21,1771.23,NA,697.67,173.96,169.01,2417.01,425.43,10978.78,1401.6,31142.72,,7878.46,6852.42,3012.03
18-03-19,2903.8,160.15,56769.86,1764.01,NA,695.21,174.44,169.24,2410.85,424.23,10987.05,1400.94,31125.39,,7878.46,6830.58,3008.61
19-03-19,2892.44,158.93,56849.67,1736.03,NA,684.35,174.64,169.73,2420.56,423.9,11112.39,1398.37,31082.32,,7878.46,6787.52,2991.05
20-03-19,2871.95,160.26,56145.67,1736.33,NA,684.2,177.15,173.26,2401.06,422.94,11154.79,1397.24,31040.84,,7878.46,6787.52,2991.05
21-03-19,2855.63,160.97,56145.67,1740.72,NA,685.53,177.28,173.03,2397.75,422.81,11145.82,1388.05,30885.31,,7877.39,6831.79,3015.74
22-03-19,2887.17,160,56107.48,1743.02,NA,686.34,177.81,173.38,2402.17,420.84,10965.18,1398.78,31139.35,,7878.98,6883.03,3048.72
25-03-19,2871.9,159.07,55367.11,1734.82,NA,684.26,177.17,172.69,2409.35,420.44,11028.19,1396.13,31042.32,,7878.98,6949.17,3089.19
26-03-19,2852.15,157.37,55638.43,1728.22,NA,681.55,176.99,173.09,2422.13,420.9,11075.78,1393.01,31038.86,,7889.32,6994.69,3111.63
27-03-19,2840.86,156.3,56149.3,1731.92,NA,683.63,175.86,172.36,2412.22,420.47,11084.66,1382.04,30829.45,,7885.57,6975.66,3101.7
28-03-19,2835.47,155.85,56059.5,1739.21,NA,685.9,175.45,171.74,2381.86,420.24,11092.9,1384.25,30833.5,,7885.57,6929.18,3073.98
29-03-19,2846.35,157.66,56462.55,1738.16,NA,684.89,174.5,170.32,2416.54,420.2,10912.22,1392.65,31041.42,,7885.56,6861.49,3039.78
01-04-19,2849.59,159.01,57109.64,1739.79,NA,684.47,172.57,169.07,2412.17,420.38,10990.78,1368.92,30527.5,,7885.57,6862.12,3044.74
02-04-19,2860.56,159.76,57158,1747.38,NA,686.71,172.44,167.95,2405.65,419.38,11049.08,1350.11,30226.77,,7885.57,6873.54,3052.19
03-04-19,2865.7,160.08,57926.01,1727.03,NA,676.95,172.13,167.41,2401.64,420.65,11000.63,1326.14,29668.73,,7885.57,6887.35,3062.13
04-04-19,2848.05,159.58,57711.02,1730.54,NA,678.09,173.79,169.27,2401.88,421.58,11005.8,1321.76,29553.12,,7872.81,6940.39,3088.41
05-04-19,2846.85,159.52,57776.36,1722.6,NA,675.23,174.7,169.89,2406.22,424.3,10928.02,1324.07,29616.38,,7872.81,6967.69,3097.71
08-04-19,2844.64,159.24,57985.78,1717.64,NA,673.19,175.16,169.93,2378,426.37,11015.93,1302.41,29162.24,,7876.8,6928.03,3075.48
09-04-19,2824.54,158.39,57838.37,1705.21,NA,667.83,176.01,171.02,2377.47,425.89,10973.08,1302.08,29149.46,,7865.23,6928.03,3075.48
10-04-19,2836.16,158.2,58411.65,1706.52,NA,668.44,175.43,170.22,2376.91,424.38,10998.61,1306.41,29193.42,,7860.48,6932.11,3083
11-04-19,2918.81,158.29,58186.19,1707.68,NA,669.2,174.73,169.37,2377.13,424.69,11022.73,1313.99,29347.62,,7865.23,6913.64,3072.21
12-04-19,2914.79,157.91,58405.3,1716.1,NA,672.87,173.89,169.01,2370.93,423.63,11015,1324.04,29560.47,,7864.48,6952.83,3089.98
15-04-19,2899.41,157.33,58249.35,1708.96,NA,669.64,173.1,166.69,2369.42,423.81,11037.28,1323.05,29495.91,,7864.48,6948.31,3092.69
16-04-19,2889.19,157.62,58902.64,1696.97,NA,664.88,173.75,167.59,2359.81,423.38,11064.06,1334.75,29746.24,,7864.48,6942.07,3089.37
17-04-19,2894.85,158.78,58908.31,1691.6,NA,663.22,175.25,170.16,2366.28,421.6,11095.37,1346.64,29970.86,,7864.48,6942.86,3088.94
18-04-19,2870.12,158.29,59222.47,1682.29,NA,658.74,174.35,169.24,2358,420.49,11091.55,1351.59,30086.31,,7864.48,6942.17,3080.13
19-04-19,2870.12,158.29,59222.47,1672.36,NA,654.51,173.73,168.07,2358,420.83,11113.87,1351.59,30086.31,,7864.48,6945.24,3082.28
22-04-19,2870.12,158.29,59222.47,1661.37,NA,650.03,173.73,168.07,2358,421.1,11148.56,1351.59,30086.31,,7864.48,6960.48,3093.89
23-04-19,2865.6,158.65,59544.8,1656.79,NA,649.52,175.74,170.22,2356.66,419.78,11154.18,1349.17,30076,,7864.48,6950.37,3089.45
24-04-19,2873.63,158.89,59102.68,1657.54,NA,649.27,175.91,169.62,2361.38,419.55,11106.02,1340.27,29898.31,,7863.31,6942.07,3082.02
25-04-19,2858.13,158.73,58807.07,1657.54,NA,649.27,175.55,169.09,2346.08,419.25,11126.66,1343.4,29919.77,,7865.73,6944.33,3081.47
26-04-19,2817.31,158.19,58894.19,1657.54,NA,649.27,176.31,169.59,2350.53,418.7,11138.5,1332.75,29740.41,,7863.67,6928.27,3078.19
29-04-19,2829.88,157.77,58662.68,1657.54,NA,649.27,174.49,167.4,2354.49,418.17,11144.09,1324.82,29521.06,,7863.2,6892.52,3062.97
30-04-19,2796.84,157.31,58528.4,1657.31,NA,648.26,176.85,168.46,2308.67,418.19,11192.06,1311.81,29159.74,,7863.2,6885.12,3059.38
01-05-19,2796.84,157.31,58528.4,1657.31,NA,648.26,176.85,168.46,2308.67,418.19,11192.06,1311.81,29159.74,,7863.2,6885.12,3059.38
02-05-19,2795.06,161,58743.56,1658,NA,649.02,176.87,167.94,2302.83,417.83,11172.13,1312.92,29171.73,,7862.09,6887.21,3063.15
03-05-19,2799.22,160.19,59335.9,1642.88,NA,644.87,176.21,167.18,2282.58,416.96,11161.26,1313.28,29212,,7862.09,6857.02,3049.82
06-05-19,2783.01,157.79,58712.83,1627.99,NA,640.91,174.44,165.57,2298.96,416.2,11161.57,1312.4,29196.87,,7861.94,6882.74,3059.66
07-05-19,2790.98,157.79,58043.6,1613.25,NA,633.23,176.23,168.73,2303.32,415.75,11196.41,1306.04,29096.41,,7861.94,6885.24,3064
08-05-19,2786,156.37,58043.6,1575.36,NA,619.2,175.77,168.59,2258.46,414.99,11216.73,1301.77,28966.41,,7861.94,6882.55,3064.33
