,KENYA NAIROBI SE (NSE20) - PRICE INDEX,KENYA NAIROBI SE ALL SHARE - PRICE INDEX,FTSE/JSE ALL SHARE - PRICE INDEX,EGX 100 IDX - PRICE INDEX,EGX 20 CAPPED IDX 'DEAD' - PRICE INDEX,EGX 70 IDX - PRICE INDEX,BRVM COMPOSITE - PRICE INDEX,BRVM TOP TEN - PRICE INDEX,GHANA COMPOSITE GSE-CI - PRICE INDEX,MAURITIUS SE SEM 10 - PRICE INDEX,MOROCCO ALL SHARE (MASI) - PRICE INDEX,NIGERIA SE 30 INDEX - PRICE INDEX,NIGERIA ALL SHARE - PRICE INDEX,ZM LUSAKA SE ALL SHARE INDEX NADJ,BOTSWANA SE DMS COS. IDX. - PRICE INDEX,TUNISIA TUNINDEX - PRICE INDEX,TUNISIA TUNINDEX 20 - PRICE INDEX
CURRENCY,KS,KS,R,E?,E?,E?,,,,,,,,,,,
30-01-18,3727.73,181.04,59546.23,2066.5,14927.19,875.31,227.49,209.49,3059.93,431.34,13010.59,2030.17,44493.79,,8750.03,6422.62,2911.16
31-01-18,3737.27,180.6,59506.12,2041.95,14711.27,862.94,227.21,208.8,3076.76,431.34,13075.49,2019.76,44343.65,,8750.03,6431.63,2918.29
01-02-18,3752.48,181.57,59258.37,2057.31,14715.2,870.97,229.36,211.85,3142.59,431.34,13278.3,2021.69,44460.18,,8742.73,6457.97,2935.68
02-02-18,3758.18,181.69,58656.82,2040.78,14514.15,857.8,228.84,210.45,3147.3,431.44,13280.76,2025.59,44639.99,,8732.6,6515.7,2967.13
05-02-18,3755.77,181.91,57113.74,2051.08,14620.83,859.56,228.46,209.3,3177.71,431.76,13231.06,2013.9,44261.72,,8725.52,6558.16,2992.25
06-02-18,3759.95,181.38,56377.21,2010.22,14417.29,838.61,229.54,210.36,3193.56,432.48,13104.61,1990.75,43877.3,,8723.43,6615.97,3019.36
07-02-18,3729.34,178.11,56886.45,2038.34,14808.97,854.11,230.69,211.47,3232.23,432.29,12997.44,1979.68,43538.16,,8724.43,6571.6,2998.31
08-02-18,3746.18,180.39,56635.69,2025.92,14704.22,848.49,231.2,212.17,3248.88,430.31,13064.93,1965.34,43326.89,,8723.87,6573.04,2999.24
09-02-18,3741.02,179.96,55902.62,2013.97,14577.34,843.38,230.69,211.35,3248.53,430.77,13096.31,1952.87,43127.92,,8719.68,6515.87,2964.11
12-02-18,3729.32,177.78,56206.76,2026.75,14714.52,849.01,230.19,210.76,3258.48,438.36,13053.88,1923.26,42737.89,,8719.68,6558.41,2993.24
13-02-18,3727.65,178.35,57208.97,2027.62,14541.82,843.82,229.2,209.19,3299.19,438.36,13108.75,1883.85,41708.15,,8720.58,6584.12,3009.17
14-02-18,3707.29,178.96,57399.55,2025.01,14666.3,844.82,231.61,211.44,3298.53,438.58,13051.88,1909.81,42171.8,,8718.29,6586.29,3014.64
15-02-18,3703.28,178.66,59533.1,2032.61,14882.16,852.2,231.01,211.21,3319.71,438.07,13104.92,1933.52,42604.4,,8717.72,6581.68,3010.02
16-02-18,3713.25,180.25,59122.34,2034.27,15004.1,854.74,231.82,211.47,3338.89,438.07,13161.41,1936.68,42638.83,,8714.05,6572.89,3002.26
19-02-18,3719.47,180.21,58701.37,2034.8,15019.73,853.78,231.4,211.95,3339.16,437.56,13227.59,1911.59,41988.18,,8712.26,6562.16,2999.9
20-02-18,3727.33,181.74,57928.78,2047.06,14986.99,858.97,232.43,212.23,3336.25,436.11,13184.53,1911.08,42148.4,,8708.65,6570.48,3003.92
21-02-18,3730.24,181.71,58605.97,2047.09,14949.58,854.96,233.14,212.15,3335.04,437.77,13160.33,1912.41,42158.32,,8717.46,6590.36,3014.25
22-02-18,3719.91,180.75,58155.09,2047.29,14919.13,856.1,232.2,211.85,3328.68,437.59,13195.02,1919.65,42258.78,,8711.6,6632.3,3037.79
23-02-18,3710.97,180.78,58715.46,2079,15078.44,859.53,232.45,210.98,3335.14,436.6,13215.31,1935.15,42570.89,,8692.31,6662.57,3050.98
26-02-18,3704.02,180.64,58868.93,2084.57,15076.05,860.47,232.26,209.88,3334.61,436.54,13147.78,1936.28,42579.48,,8691.19,6686.1,3062.51
27-02-18,3735,180.68,59027.22,2104.14,15122.43,862.21,232.7,209.07,3335.07,436.66,13128.8,1921.41,42299.56,,8691.19,6691.45,3067.23
28-02-18,3750.75,181.77,58325.09,2107.3,15115.71,860.72,234.17,210.23,3337.48,437.99,13142.7,1961.32,43330.54,,8691.19,6698.51,3069.38
01-03-18,3774.04,181.99,57923.16,2106.09,15163.09,861.59,233.84,210.17,3342.71,434.7,13160.04,1940.61,42843.38,,8691.67,6696.49,3065.1
02-03-18,3755.95,181.26,57744.7,2108.16,15289.44,864.75,234.75,210.04,3310.08,434.09,13167.08,1941.56,42876.23,,8689.44,6703.19,3068.94
05-03-18,3726.74,180.91,57912.4,2131.84,15493.96,875.28,235.56,211.28,3295.55,434.47,13150,1964.62,43513.93,,8684.8,6717.91,3077.41
06-03-18,3735.95,181.02,59242.86,2163.73,15789.94,881.44,235.85,211.85,3295.55,434.88,13179.19,1970.63,43609.77,,8684.53,6736.33,3087.38
07-03-18,3740.97,182.16,58962.65,2211,16109.54,884.02,236.36,212.06,3287.74,435.26,13158.82,1945.36,42952.7,,8692.93,6791.44,3110.92
08-03-18,3719.86,181.27,58926.01,2243.43,16147.6,894.81,234,211.05,3259.28,435.87,13265.22,1957.26,43090.55,,8694.71,6796.7,3109.82
09-03-18,3720.21,180.6,59169.23,2217.46,16195.35,894.36,237.48,215.48,3246.8,436.07,13284.94,1957.53,43167.86,,8687.5,6809.46,3116.65
12-03-18,3725.44,181.25,59194.45,2242.18,16519.32,905.28,237.52,214.26,3236.5,436.07,13249.37,1951.98,43056.51,,8694.71,6802.72,3114.51
13-03-18,3745.16,182.74,59084.51,2281.49,16761.72,910.43,237.59,212.53,3225,438.65,13217.6,1947.71,43073.45,,8692.62,6829.62,3126.89
14-03-18,3760.87,183.57,58423.17,2267.75,16713.25,899.52,242.02,216.22,3234.89,438.03,13189.6,1934.51,42839.52,,8687.73,6826.15,3124.79
15-03-18,3767.23,182.88,58203.77,2271.89,16784.25,899.82,242.03,217.87,3232.65,438.53,13190.29,1906.23,42185.38,,8680.26,6847.54,3133.34
16-03-18,3801.79,184.09,58101.02,2273.06,17092.88,894.64,240.95,216.35,3239.97,438.69,13208.59,1890.87,41935.93,,8680.01,6932.07,3175.77
19-03-18,3840.08,186.65,58088.42,2266.57,17000.25,888.61,240.03,215.7,3231.62,438.85,13164.74,1885.62,41832.63,,8669.9,6980.7,3197.86
20-03-18,3850.56,188.61,58288.87,2264.88,16994.27,886.62,240.25,216.28,3262.84,437.15,13142.36,1877.44,41686.36,,8646.64,6980.7,3197.86
21-03-18,3862.27,190.45,58288.87,2261.31,17213.77,880.83,241.53,217.86,3276.63,436.46,13020.21,1868.01,41495.43,,8645.36,7001.9,3204.74
22-03-18,3851.37,191.67,57224.6,2251.61,17128.18,878.26,240.91,217.53,3288.33,435.29,13008.17,1876.41,41633.79,,8637.83,7041.52,3222.92
23-03-18,3847.18,192.17,56405.64,2229.16,17043.37,873.77,241.3,218.55,3292.35,434.9,13065.18,1880.78,41472.1,,8625.09,7038.91,3225.55
26-03-18,3831.16,191.44,56176.43,2228.23,17188.35,870.63,243.37,221.58,3296.2,435.75,13097.48,1880.15,41454.3,,8623,7048.68,3227.45
27-03-18,3822.12,190.54,56050.79,2237.65,17418,869.77,244.77,223.59,3306.65,435.54,13030.88,1866.49,41243.24,,8617.32,7084.48,3244.77
28-03-18,3816.56,189.34,54763.97,2220.8,17515.85,863.48,243.98,220.56,3332.72,436.22,13026.14,1843.83,40802.08,,8630.14,7094.7,3251.8
29-03-18,3845.34,191.23,55474.52,2238.27,17727.49,870.97,241.57,218.05,3366.86,433.88,13010.77,1874.27,41504.51,,8589.64,7111.07,3258.11
30-03-18,3845.34,191.23,55474.52,2257,18012.05,875.79,242.54,218.31,3366.86,435.74,13062.38,1874.27,41504.51,,8589.64,7142.65,3273.52
02-04-18,3845.34,191.23,55474.52,2251.72,18205.44,877.34,242.54,218.31,3366.86,435.87,12981.86,1874.27,41504.51,,8589.64,7161.36,3284.41
03-04-18,3832.12,191.92,54864.79,2257.01,17983.07,874.8,241.24,217.49,3366.91,436.31,12849.43,1848.02,40855.64,,8589.64,7181.99,3297.65
04-04-18,3820.84,193.9,54602.68,2251.72,18053.87,868.23,242.79,218.99,3371.76,435.57,12895.2,1842.63,40749.86,,8585.45,7168.9,3293
05-04-18,3836.49,196.57,55761.15,2238.57,17852.63,865.53,240.2,217.43,3386.12,436,12855.8,1846.1,40875.69,,8583.87,7183.58,3296.94
06-04-18,3820.81,194.86,55878.81,2238.57,17852.63,865.53,238.91,216.8,3392.68,435.63,12895.23,1846.47,40841.14,,8543.54,7140.61,3267.77
09-04-18,3809.86,193.06,56091.56,2238.57,17852.63,865.53,239.4,216.59,3395.64,435.66,12912.01,1825.29,40429.18,,8545.61,7140.61,3267.77
10-04-18,3817.04,193.2,56747.24,2259.86,18065.08,867.73,238.82,216.06,3401.02,437.76,12935.63,1824.85,40499.04,,8509.44,7030.93,3209.09
11-04-18,3830.94,194.16,56170.07,2273.67,18523.53,864.72,240.75,218.32,3401.82,437.85,12925.57,1837.22,40846.24,,8504.19,7011.95,3195.83
12-04-18,3820.26,192.82,56480.98,2262.76,18200.89,867.68,239.1,217.14,3411.96,438.3,12930.7,1835.85,40808.48,,8499.52,7067.88,3225.76
13-04-18,3805.23,191.35,56563.17,2255.08,18147.59,864.31,237.44,216.6,3430,438.43,12993.74,1838.42,40808.48,,8496.17,7128.54,3264.27
16-04-18,3801.65,189.67,56733.47,2261.41,18157.63,867.61,235.99,216.3,3429.23,438.35,12893.87,1841,40533.37,,8472.67,7128.82,3265.07
17-04-18,3770.92,186.85,56826.74,2264.77,18298.79,864.36,235.8,215.33,3430.72,437.38,12902.18,1842.34,40788.68,,8463.33,7094.96,3248.48
18-04-18,3745.01,184.85,57713.29,2255.74,18064.05,860.08,235.16,214.64,3437.34,435.29,12887.48,1840.89,40772.26,,8462.19,7147.09,3273.6
19-04-18,3727.69,183.68,57526.79,2273.1,18046.67,867.15,233.59,214.21,3436.39,435.06,12941.94,1840.18,40874.09,,8451.23,7132.92,3262.79
20-04-18,3710.32,182.73,57581.73,2273.97,18140.46,865.69,234.91,216.27,3438.35,434.57,12974.23,1840.84,40814.89,,8433.72,7161.37,3276.57
23-04-18,3716.36,180.67,57679.51,2273.15,18367.67,863.24,235.79,216.82,3454.42,433.83,12959.65,1842.08,40763.93,,8427.41,7164.45,3275.64
24-04-18,3697.28,179.96,57675.21,2266.53,18319.55,860.62,235.69,216.29,3466.37,434.34,12963.53,1846.64,40802.78,,8426.44,7144.59,3266.63
25-04-18,3694.74,180.54,56987.19,2266.53,18319.55,860.62,237.54,218.79,3463.36,434.31,12945.33,1849.4,40755.73,,8424.35,7141.13,3265.13
26-04-18,3705.36,179.79,57453.04,2291.52,18532.84,865.82,236.51,218.66,3463.82,434.71,12939.34,1848.38,40752.83,,8418.92,7113.2,3251.22
27-04-18,3723.3,179.48,57453.04,2294.99,18516.74,873.07,235.83,218.4,3470.13,435.52,13056.86,1875.32,41244.89,,8419.92,7124.94,3251.89
30-04-18,3735.06,179.53,58236.13,2306.76,18485.64,877.19,238.86,220.93,3489.21,438.52,13028.01,1876.13,41268.01,,8446.42,7124.53,3250.73
01-05-18,3735.06,179.53,58236.13,2306.76,18485.64,877.19,238.86,220.93,3489.21,438.52,13028.01,1876.13,41268.01,,8446.42,7124.53,3250.73
02-05-18,3689.59,175.84,58450.44,2320.37,18193.98,886.04,236.57,220.56,3485.46,438.78,13001.18,1874.76,41306.02,,8493.2,7117.95,3249.74
03-05-18,3662.98,174.96,57273.88,2293.04,17819.63,878.68,235.85,220.59,3479.47,438.96,12989.48,1867.98,41107.81,,8489.02,7127.9,3254.95
04-05-18,3699.78,179.36,57648.87,2281.14,17628.27,878.48,234.49,219.21,3477.59,438.41,13038.74,1873.7,41218.72,,8492.06,7143.55,3260.22
07-05-18,3671.28,179.25,57880.72,2260.85,17630.62,870.84,233.6,220.04,3484.85,437.21,13022.25,1872.07,41172.82,,8494.16,7143.53,3260.74
08-05-18,3658.91,178.74,57665.24,2270.15,17976.34,873.86,232.15,218.11,3479.69,437.78,12935.46,1869.15,41155.8,,8506.72,7170.61,3275.87
09-05-18,3665.63,181.18,57915.13,2225.04,17666.4,861.64,230.62,216.66,3480.3,438.1,12937.57,1864.18,41080.12,,8504.84,7227.44,3301.71
10-05-18,3635.76,178.25,58005.62,2195.71,17457.38,853.53,230.62,216.66,3464.14,437.52,12882.02,1859.03,40914.94,,8504.84,7322.76,3348.09
11-05-18,3602.33,176.74,58422.86,2199.28,17503.35,855.54,228.7,215.44,3455.81,436.02,12876,1865.24,41022.31,,8508.14,7366.16,3372.46
14-05-18,3582.36,175.34,58614.45,2186.24,17227.69,847.95,228.78,216.33,3423.76,436.35,12814.08,1848.31,40677.61,,8508.32,7407.6,3396.17
15-05-18,3560.73,174.87,57891.77,2189.36,17308.52,849.6,228.42,216.05,3408.04,438.65,12761.64,1847.53,40615.42,,8522.94,7391.52,3380.72
16-05-18,3533.07,177.62,58621.77,2178.52,17282.33,848.41,227.02,215.05,3391.76,438.17,12689.15,1859.84,40992.97,,8522.94,7406.21,3386.61
17-05-18,3519.78,178.76,58184.25,2181.45,17209.97,852.25,222.95,210.49,3393.11,438.25,12694.12,1845.07,40651.41,,8525.03,7357.26,3364.33
18-05-18,3494.17,179.25,57804.33,2181.45,17209.97,852.25,221.69,208.74,3383.97,437.64,12631.94,1837.88,40472.45,,8524.61,7373.55,3372.57
21-05-18,3477.08,177.72,57821.2,2196.23,17183.21,860.41,221.69,208.74,3325.66,437.43,12589.32,1834.58,40425.07,,8526.71,7389.07,3378.59
22-05-18,3445.01,178.14,58121.84,2188.86,17000.88,859.76,220.44,206.88,3318.26,437.32,12550.73,1825.69,40249.29,,8527.06,7405.87,3382.17
23-05-18,3433.56,177.04,57043.42,2189.18,17001.2,862.71,219.05,205.1,3309.63,434.95,12499.36,1821.13,40150.55,,8526.92,7451.53,3405.99
24-05-18,3406.89,176.56,56699.2,2179.27,16916.9,858.37,218.27,205.42,3295.39,435.23,12462.05,1798.97,39723.85,,8532.18,7547.05,3454.04
25-05-18,3364.58,175.37,56916.97,2177.8,16971.61,853.13,219.58,206.34,3295.39,434.92,12501.86,1775.78,39323.62,,8534.27,7614.77,3483.17
28-05-18,3344.88,174.73,56857.24,2178.22,17202.78,853.48,217.93,204.4,3294.31,434.39,12432.64,1760.42,39028.51,,8538.46,7598.5,3471.92
29-05-18,3358.68,174.09,55935.75,2183.77,17350.56,852.66,217.73,203.55,3277.55,433.27,12391.79,1760.42,39028.51,,8544.67,7577.98,3468.55
30-05-18,3353.08,173.2,55601.63,2159.33,17029.56,847.42,216.94,203.02,3194.2,432.2,12390.95,1739.52,39695.16,,8539.42,7563.95,3466.93
31-05-18,3333.36,172.53,56157.89,2138.24,16667.05,842.66,218.39,204.65,3167.48,431.29,12335.37,1712.93,38104.54,,8543.61,7615.47,3490.34
01-06-18,3333.36,172.53,57282.14,2154.78,16871.98,844.76,217.72,204.65,3192.3,431.17,12247.39,1663.08,36816.29,,8545.25,7647.64,3504.43
04-06-18,3273.22,172.36,57870.89,2120.09,16445.39,831.74,216.91,203.69,3173.26,425.63,12257,1671.93,36947.1,,8548.29,7675.37,3518.27
05-06-18,3308.88,173.82,57779.11,2085.01,16051.12,818.69,217.9,205.56,3115.9,426.76,12253.68,1713.75,37854.92,,8547.32,7686.57,3521.06
06-06-18,3334.2,176.65,58081.87,2053.18,15815.46,802.58,216.98,204.09,3105.99,427.66,12275.14,1742.55,38435.29,,8523.74,7705.82,3534.31
07-06-18,3349.77,177.03,58391.64,2037.94,15762.83,794.55,216.95,205.37,3076.48,429.07,12434.81,1764.65,39042.11,,8526.07,7705.73,3538.38
08-06-18,3352.85,176.67,58223.72,2057.25,16105.49,800.75,216.86,205.13,3037.58,430.36,12439.9,1750.44,38669.23,,8526.8,7676.52,3523.09
11-06-18,3335.85,178.29,58146.1,2037.77,15899,795.88,216.86,205.13,3002.15,430.47,12403.39,1761.12,38845.31,,8524.52,7722.16,3541.19
12-06-18,3357.28,178.32,58207.82,2036.09,15922.81,798.54,218.41,207,2986.84,429.18,12398.95,1774.42,39167.04,,8524.52,7743.91,3549.99
13-06-18,3343.76,178.21,58437.23,2048.64,16228.24,802.87,219.04,207.57,2978.06,429.2,12382.65,1767.02,39031.72,,8519.01,7747.64,3547.05
14-06-18,3349.66,178.19,58495.67,2043.53,16172.98,800.82,219.04,207.57,2983.49,428.77,12324.61,1761.28,38928.02,,8522.54,7764.33,3555.21
15-06-18,3349.66,178.19,57660.5,2043.53,16172.98,800.82,219.04,207.57,2983.49,427.86,12324.61,1761.28,38928.02,,8521.4,7764.33,3555.21
18-06-18,3373.55,177.73,57236.84,2043.53,16172.98,800.82,218.73,207.58,2951.78,428.66,12313.82,1761.28,38928.02,,8517.04,7874.3,3609.76
19-06-18,3348.05,173.48,56253.31,2042.67,16158.42,802.74,220.03,209.5,2929.7,427.31,12242.03,1747.66,38664.15,,8513.15,7948.78,3652.36
20-06-18,3320.35,170.14,56651.66,2037.51,16345.47,801.56,220.16,207.88,2930.94,427.83,12275.93,1745.09,38605.07,,8517.11,7981.35,3668.31
21-06-18,3309.43,170.19,56234.43,2062.8,16541.31,811.36,218.36,206.2,2862.23,428.67,12188.53,1731.3,38152.6,,8518.67,7917.65,3635.01
22-06-18,3299.9,172.74,56856.66,2064.85,16635.2,812.49,218.79,206.14,2890.06,429.12,12233.63,1721.95,37862.53,,8505.73,7981.24,3665.03
25-06-18,3303.54,172.96,55889.26,2066.45,16595.63,810,217.56,204.13,2885.52,429.67,12131.71,1722.97,37992.12,,8492.59,7969.31,3661.66
26-06-18,3287.76,174.1,55254.67,2030.1,16265.74,794.61,218.47,205.57,2879.27,429.99,12015.63,1720.74,37988.54,,8483.92,8026.9,3691.24
27-06-18,3298.14,175.53,55369.26,2034.52,16257.66,796.75,218.93,205.14,2877.98,429.68,12016.54,1720.88,37963.93,,8475.22,8064.63,3712.58
28-06-18,3289.31,175.5,55795.2,2062.11,16473.25,804.64,220.06,205.38,2879.85,429.56,12003.68,1713.26,37733.44,,8403.78,8064.15,3712.09
29-06-18,3285.73,174.36,57610.98,2062.11,16473.25,804.64,221.35,205.67,2878.66,430.64,11878.65,1739.08,38278.55,,8402.66,8059.1,3709.77
02-07-18,3273.98,172.71,57159.59,2061.24,16511.39,805.01,219.51,204.71,2878.66,429.85,11899.62,1725.83,37946.92,,8402.66,8066.2,3713.62
03-07-18,3280.46,169.8,57488.76,2064.48,16558.78,807.53,221.09,206.38,2880.25,428.49,11685.29,1708.66,37605.12,,8402.11,8065.46,3713.68
04-07-18,3276.27,171.37,57600.02,2047.77,16424.97,804,220.46,206.64,2843.59,426.8,11715.63,1702.71,37499.07,,8402.11,8072.23,3717.23
05-07-18,3301.7,172.99,57414,2034.54,16205.69,800.23,219.47,206.21,2837.25,427.06,11714.66,1709.78,37743.22,,8402.84,8093.14,3726.62
06-07-18,3314.43,172.95,57313.88,1993.9,15793.19,784.71,218.8,205.13,2840.37,426.16,11703,1705.14,37625.59,,8398.86,8098.38,3732.25
09-07-18,3304.5,173.92,58219.91,1977.41,15701.75,775.44,217.8,204.39,2848.01,426.56,11721.61,1703.96,37647.93,,8398.54,8069.49,3716.99
10-07-18,3302.3,174.16,58027.11,1993.33,15940.37,779.63,217.79,204.36,2878.59,422.12,11740.63,1690.88,37421.01,,8398.04,8056.07,3708.58
11-07-18,3308.67,172.23,57231.01,1997.39,15960.12,779.6,217.08,203.77,2823.89,421.71,11599.39,1684.67,37253.25,,8398.22,8045.99,3702.16
12-07-18,3302.17,171.86,56849.36,1990.09,15891.18,775.1,215.98,202.58,2881.05,422.85,11596.62,1681.66,37226.44,,8392.6,8033.25,3691.22
13-07-18,3334.21,171.27,56364.14,1980.65,15797.07,769.76,216.02,202.65,2868.72,424.11,11486.27,1691.62,37392.77,,8381.63,8055.19,3702.61
16-07-18,3326.78,171.06,55442.04,1956.91,15603.99,762.28,216.51,203.81,2868.54,424.99,11486.1,1687.49,37266.86,,8381.63,8049.76,3697.35
17-07-18,3290.4,172.22,56113.06,1932.11,15442.67,754.17,216.26,203.77,2869.78,424.99,11401,1668.09,36963.7,,8381.63,8065.84,3704.88
18-07-18,3285.27,173.14,56237.2,1937.44,15627.92,755.22,216.69,204.6,2856.69,424.59,11330.34,1656.76,36748.18,,8380.66,8092.77,3720.8
19-07-18,3303.22,174.11,56276.72,1927.29,15473.51,752.6,215.41,202.99,2864.76,425.81,11322,1640.67,36470.05,,8376.21,8109.17,3722.6
20-07-18,3314.6,172.37,56990.2,1917.67,15301.5,750.09,214,201.1,2862.98,427.05,11427.98,1642.22,36603.44,,8375.1,8163.49,3751.5
23-07-18,3318.72,172.43,56556.81,1917.67,15301.5,750.09,212.47,199.99,2863.72,426.56,11534.44,1647.46,36711.96,,8343.9,8172.13,3758.28
24-07-18,3312.83,172.38,57054.84,1929.84,15402.66,750.49,212.83,200.28,2865.92,426.29,11541.22,1632.47,36455.24,,8334.4,8157.88,3748.48
25-07-18,3313.81,173.23,56387.87,1897.63,15007.64,735.46,212.5,199.7,2861.71,429.98,11603.72,1626.36,36346.8,,8340.11,8157.88,3748.48
26-07-18,3312.1,172.66,56743.25,1896.13,15044.29,734.46,212.71,200.53,2852.29,434.4,11652.05,1631.89,36427.22,,8338.01,8223.84,3784.12
27-07-18,3320.44,172.47,57162.38,1920.06,15284.26,742.1,213.39,201.25,2856.14,432.4,11736.66,1642.22,36636.97,,8328.45,8308.16,3828.08
30-07-18,3308.75,172.28,57313.14,1915.98,15129.97,740.36,211.73,198.66,2855.11,429.81,11736.66,1662.46,36946.18,,8320.28,8324.3,3838.8
31-07-18,3296.68,170.46,57432.46,1930.12,15470.97,744.53,212.51,199.27,2854.52,428.09,11746.14,1665.16,37017.78,,8320.45,8408.8,3883.54
01-08-18,3304.84,169.93,57399.53,1937.86,15626.11,747.78,212.03,198.05,2853.99,428.8,11709.13,1646.87,36612.83,,8318.36,8422.13,3888.99
02-08-18,3298.63,170.78,56470.72,1942.46,15722.51,748.07,211.21,198.03,2859.19,428.41,11760.52,1651.39,36688.91,,8318.4,8377.42,3869.72
03-08-18,3310.15,171.17,57118.03,1943.04,15709.53,748.61,210.24,196.72,2859.1,427.51,11732.55,1643.87,36499.67,,8314.38,8379.68,3868.51
06-08-18,3293.08,170.76,56861.21,1934.98,15583.42,746.76,210.24,196.72,2860.08,426.06,11751,1643.69,36479.42,,8308.59,8371.49,3865.39
07-08-18,3290.04,171,57705.64,1947.91,15690.04,751.88,210.24,196.72,2864.14,425.26,11773.35,1635.25,36333.8,,8303.11,8378.26,3867.89
08-08-18,3321.06,173.58,57786.31,1953.38,15746.26,754.59,210.32,196.65,2865.81,424.79,11785.22,1633.71,36299.82,,8303.11,8374.47,3865.37
09-08-18,3322.44,173.95,57786.31,1953.73,15871.28,754.06,208.62,196.02,2868.77,423.63,11774.66,1629.34,36232.66,,8303.29,8390.06,3872.57
10-08-18,3314.92,172.84,57703.02,1939.7,15602.98,750.78,208.45,195.53,2867.49,424.81,11702.65,1602.31,35446.47,,8304.17,8341.75,3840.68
13-08-18,3317.35,173.51,57885.26,1924.81,15273.89,745.73,208.5,195.58,2820.89,425.14,11618.28,1599.61,35410.61,,8305.77,8341.75,3840.68
14-08-18,3334.57,174.48,57608.94,1911.08,15041.6,743.79,209,196.42,2828.91,426.32,11618.28,1593.83,35288.23,,8294.67,8369.64,3855.89
15-08-18,3323.88,174.71,55646.15,1904.86,14981.33,740.4,209,196.42,2856.81,426.32,11610.79,1582.74,35069.34,,8293.55,8351.81,3844.27
16-08-18,3334.67,173.95,56562.34,1899.55,14931.83,740.28,206.49,194.75,2858.44,425.67,11603.71,1567.72,34618.43,,8299.35,8365.76,3847.72
17-08-18,3336.06,174.59,56647.52,1896.03,14928.96,738,206.45,195.12,2867.17,427.53,11720.32,1589.77,35266.29,,8296.46,8348.01,3836.56
20-08-18,3336.69,174.31,57145.62,1896.03,14928.96,738,205.29,193.88,2862.73,427.22,11720.32,1583.38,35341.9,,8297.95,8373.47,3852.45
21-08-18,3336.69,174.31,57186.66,1896.03,14928.96,738,205.29,193.88,2862.73,424.84,11720.32,1583.38,35341.9,,8298.04,8373.47,3852.45
22-08-18,3344.94,173.96,58125.95,1896.03,14928.96,738,205.29,193.88,2869.37,423.6,11720.32,1583.38,35341.9,,8295.8,8373.47,3852.45
23-08-18,3305.29,173.31,58204.72,1896.03,14928.96,738,205.79,194.47,2868.07,421.86,11720.32,1575.38,35206.16,,8296.16,8358.16,3842.47
24-08-18,3296.26,172.98,58797.68,1899.01,14980.35,739.31,205.56,194.31,2863.07,424.75,11702.84,1582.08,35426.17,,8295.95,8389.03,3853.64
27-08-18,3259.37,171.33,59655.56,1896.25,15030.93,738.6,205.98,194.57,2866.63,423.38,11669.55,1581.98,35311.36,,8296.13,8393.84,3855.87
28-08-18,3253.09,173.18,60039.27,1916.44,15389.44,743.19,206.74,195.73,2811.7,423.35,11696.53,1593.74,35516.21,,8138.6,8431.64,3878.44
29-08-18,3248.78,173.11,60165.51,1926.95,15549.24,745.3,207.14,195.79,2804.94,423.6,11639.63,1585.48,35358.94,,8137.48,8395.02,3858.19
30-08-18,3245.16,172.29,58802.69,1936.41,15690.97,747.38,206.81,195.53,2786.92,423.95,11610.59,1573.18,35086.67,,8137,8383.34,3846.28
31-08-18,3203.4,167.59,58668.48,1940.61,15510.55,751.26,206.68,195.42,2782.53,422.96,11546.48,1561.37,34848.45,,8131.69,8418.49,3860.29
03-09-18,3178.24,165.92,58711.15,1942.12,15485.34,751.15,204.52,193.65,2774.03,422.01,11464.07,1556.38,34837.5,,8130.63,8351.59,3816.95
04-09-18,3178.93,167.34,57891.82,1950.23,15650.6,753.8,205.12,194.99,2762.86,422.15,11468.86,1562.12,35013.05,,8121.88,8289.74,3786.43
05-09-18,3152.17,165.63,57102.13,1930.21,15414.61,745.97,203.58,192.67,2762.6,422.24,11391.81,1541.47,34414.37,,8121.88,8144.13,3708.06
06-09-18,3128.76,165.15,57130.48,1937.88,15455.59,749.46,202.81,192.33,2775.62,421.65,11299.89,1523.68,34110.22,,8111.76,7903.09,3581.37
07-09-18,3099.84,163.71,57068.45,1938.62,15350.11,751.69,201.56,191.16,2751.4,421.11,11102.93,1520.07,34037.91,,8114.74,8117.57,3697.87
10-09-18,3068.58,162.49,56715.26,1944.47,15207.05,757.42,200.61,190.41,2747.59,421.39,11156.43,1496.72,33611.69,,8121.38,8104.27,3695.7
11-09-18,3045.35,160.8,56174.01,1944.47,15207.05,757.42,199.24,188.43,2760.25,420.76,11156.43,1489.47,33449.17,,8121.38,8104.27,3695.7
12-09-18,3019.94,159.95,55952.05,1920.69,15040.39,747.16,198.72,188.4,2735.14,420.8,11151.04,1440.11,32292.79,,8125.43,8104.27,3695.7
13-09-18,2990.02,157.44,56166.86,1900.13,14866.69,742.74,196.8,186.6,2749,420.71,11210.89,1426.67,32022.23,,8114.12,7978.21,3625.35
14-09-18,2993.38,158.13,56581.88,1864.51,14215.7,733.61,196.8,186.6,2757.22,420.71,11162.43,1444.73,32327.59,,8125.26,7948.46,3609.86
17-09-18,2969.69,157.57,56298.65,1843.39,14113.43,723.5,194.05,184.44,2783.08,419.83,11138.11,1438.41,32201.98,,8125.73,7919.5,3598.47
